license_nbr,lic_status,business_name,business_name2,building,street_name,city,state,zip,swc_type,swc_sq_ft,swc_tables,swc_chairs,dohmh,lat,long,community_district,city_council_district,cd_url,app_id,app_swc_type,app_sq_ft,app_tables,app_chairs,app_status,app_status_date,expiration_date,app_too_date,submit_date,intake,intake_dd,dpqa,send_package_dd,cp,cp_dd,cb,cb_dd,hearing,hearing_dd,hearing_public,hearing_public_dd,cc,cc_dd,moo,moo_dd,issuance,issuance_dd,borough
2027050-DCA,Active,"WA-HI DINER, LLC",WA-HI DINER,3915,BROADWAY,NEW YORK,NY,10032,Enclosed,322,8,24,50001282,40.83841273106032,-73.94204660973378,112,7,http://www.nyc.gov/html/mancb12/html/home/home.shtml,19530-2019-RSWC,Enclosed,322,8,24,Application Review Completed,2019-05-10T00:00:00Z,2021-05-15T00:00:00Z,NA,2019-05-10T00:00:00Z,Ready For Review,2019-05-10T00:00:00Z,Approved,NA,Proceed,2019-05-10T00:00:00Z,Review Period Expired,2019-05-10T00:00:00Z,Waived,2019-05-10T00:00:00Z,NA,NA,Review Period Expired,2019-05-10T00:00:00Z,Waived,2019-05-10T00:00:00Z,Issued,2019-05-10T00:00:00Z,Manhattan
1388781-DCA,Active,EIGHTY THIRD AND FIRST LLC,FELICE,1593,1ST AVE,NEW YORK,NY,10028,Unenclosed,632,22,44,41582081,40.774879287356356,-73.95106679267904,108,5,http://www.cb8m.com/,17463-2019-RSWC,Unenclosed,632,22,44,Application Review Completed,2019-07-29T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-10T00:00:00Z,Ready For Review,2019-04-10T00:00:00Z,Approved,2019-04-11T00:00:00Z,NA,NA,Recommend Approval,2019-05-30T00:00:00Z,Waived,2019-05-30T00:00:00Z,NA,NA,Review Period Expired,2019-06-20T00:00:00Z,Approved,2019-07-29T00:00:00Z,Issued,2019-07-29T00:00:00Z,Manhattan
0697987-DCA,Active,MIMI'S RESTAURANT CORP.,E/S/C #255,984,2ND AVE,NEW YORK,NY,10022,Enclosed,429,12,42,40367728,40.75610828900262,-73.96740269677906,106,4,http://cbsix.org,21646-2019-RSWC,Enclosed,429,12,42,Application Review Completed,2019-06-12T00:00:00Z,2021-05-15T00:00:00Z,2019-07-06T00:00:00Z,2019-06-06T00:00:00Z,Ready For Review,2019-06-06T00:00:00Z,Approved,NA,Proceed,2019-06-12T00:00:00Z,Review Period Expired,2019-06-12T00:00:00Z,Waived,2019-06-12T00:00:00Z,NA,NA,Review Period Expired,2019-06-12T00:00:00Z,Waived,2019-06-12T00:00:00Z,Issued,2019-06-12T00:00:00Z,Manhattan
1467229-DCA,Inactive,DOWNTOWN DINING LLC,NA,5,AVENUE A,New York,NY,10009,Unenclosed,379,10,20,41707677,40.72256298120864,-73.9862691965368,103,2,http://www.nyc.gov/manhattancb3,26478-2019-RSWC,Unenclosed,379,10,20,Pending Review,2019-12-26T00:00:00Z,2020-03-26T00:00:00Z,2020-03-26T00:00:00Z,2019-09-12T00:00:00Z,Ready For Review,2019-09-12T00:00:00Z,Issued Temp Op Letter,2019-09-16T00:00:00Z,Pending Review,2019-09-16T00:00:00Z,Review Period Expired,2019-11-07T00:00:00Z,Waived,2019-11-07T00:00:00Z,NA,NA,Review Period Expired,2019-11-28T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1219794-DCA,Active,71 WINE BAR CAFE OPERATING CORP.,BIN 71,237,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,130,6,12,41100740,40.7764385837988,-73.97923909698153,107,6,http://www.nyc.gov/mcb7,32773-2018-RSWC,Unenclosed,130,6,12,Application Review Completed,2019-04-24T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-12-19T00:00:00Z,Ready For Review,2018-12-19T00:00:00Z,Approved,2018-12-19T00:00:00Z,NA,NA,Review Period Expired,2019-02-06T00:00:00Z,Waived,2019-02-06T00:00:00Z,NA,NA,Review Period Expired,2019-02-27T00:00:00Z,Approved,2019-04-24T00:00:00Z,Issued,2019-04-24T00:00:00Z,Manhattan
1467150-DCA,Inactive,"921 BROADWAY BAKERY, LLC",MAISON KAYSER BAKERY,921,Broadway,New York,NY,10010,Unenclosed,512,18,38,50001159,40.74020663041173,-73.98977675587629,105,2,http://www.cb5.org,35125-2019-RSWC,Unenclosed,512,18,38,Pending Review,2019-12-11T00:00:00Z,2020-01-11T00:00:00Z,2020-01-11T00:00:00Z,2019-12-11T00:00:00Z,Ready For Review,2019-12-11T00:00:00Z,Issued Temp Op Letter,2019-12-11T00:00:00Z,Pending Review,2019-12-11T00:00:00Z,Pending Review,2019-12-11T00:00:00Z,Pending Review,NA,SWC Public Hearing,2020-01-29T00:00:00Z,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2038816-DCA,Inactive,STEINWAY LPC CORP,LA PEQUENA COLOMBIA,3225,STEINWAY ST,ASTORIA,NY,11103,Unenclosed,96,4,16,50044262,40.75840668886899,-73.91929984037645,401,26,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,27420-2018-RSWC,Unenclosed,96,4,16,Application Review Completed,2018-11-13T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-11-13T00:00:00Z,Ready For Review,2018-11-13T00:00:00Z,Approved,NA,Proceed,2018-11-13T00:00:00Z,Recommend Approval,2018-11-13T00:00:00Z,Waived,2018-11-13T00:00:00Z,NA,NA,Approved,2018-11-13T00:00:00Z,Approved,2018-11-13T00:00:00Z,Issued,2018-11-13T00:00:00Z,Queens
2063825-DCA,Inactive,THANA REST INC.,L'ANGOLO RISTORANTE,190A,DUANE ST,NEW YORK,NY,10013,Unenclosed,362,20,40,50067429,40.717315349096566,-74.01041813929974,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,3833-2020-RSWC,Unenclosed,362,20,40,Pending Review,2020-02-25T00:00:00Z,2020-03-26T00:00:00Z,2020-03-26T00:00:00Z,2020-02-25T00:00:00Z,Ready For Review,2020-02-25T00:00:00Z,Issued Temp Op Letter,2020-02-25T00:00:00Z,Pending Review,2020-02-25T00:00:00Z,Pending Review,2020-02-25T00:00:00Z,Pending Review,NA,SWC Public Hearing,2020-04-15T00:00:00Z,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2055694-DCA,Inactive,WHILE WE WERE YOUNG LLC,NA,183,W 10TH ST,NEW YORK,NY,10014,Unenclosed,60,3,6,50057894,40.734377197126236,-74.00273510098265,102,3,http://www.nyc.gov/manhattancb2,35879-2019-RSWC,Unenclosed,60,3,6,Pending Review,2019-12-19T00:00:00Z,2020-03-19T00:00:00Z,2020-03-19T00:00:00Z,2019-12-19T00:00:00Z,Ready For Review,2019-12-19T00:00:00Z,Under Review,2019-12-19T00:00:00Z,Pending Review,2019-12-19T00:00:00Z,Review Period Expired,2020-03-31T00:00:00Z,Waived,2020-03-31T00:00:00Z,NA,NA,Review Period Expired,2020-04-21T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1463501-DCA,Active,R&G SPRING LLC,PICCOLA CUCINA,196,SPRING ST,NEW YORK,NY,10012,Unenclosed,23,2,4,41715402,40.72497914177522,-74.00321816098138,102,3,http://www.nyc.gov/manhattancb2,18224-2019-RSWC,Unenclosed,23,2,4,Application Review Completed,2019-09-27T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-19T00:00:00Z,Ready For Review,2019-04-19T00:00:00Z,Approved,2019-04-19T00:00:00Z,NA,NA,Review Period Expired,2019-06-11T00:00:00Z,Waived,2019-06-11T00:00:00Z,NA,NA,Review Period Expired,2019-07-02T00:00:00Z,NA,NA,Issued,2019-09-27T00:00:00Z,Manhattan
0883095-DCA,Active,83/AMSTERDAM RESTAURANT CORP.,HI LIFE BAR & GRILL,477,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,302,9,26,40674838,40.78552036262733,-73.97638350849627,107,6,http://www.nyc.gov/mcb7,4667-2020-RSWC,Unenclosed,302,9,26,Application Review Completed,2020-03-11T00:00:00Z,2022-04-15T00:00:00Z,NA,2020-03-11T00:00:00Z,Ready For Review,2020-03-11T00:00:00Z,Approved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Issued,2020-03-11T00:00:00Z,Manhattan
1378763-DCA,Inactive,"135 STUDIO N ADR, INC.",JULIETTE,135,N 5TH ST,BROOKLYN,NY,11211,Unenclosed,124,5,11,41227319,40.71708350030119,-73.95914285344479,301,33,http://www.nyc.gov/brooklyncb1,13516-2018-RSWC,Unenclosed,124,5,11,Application Review Completed,2019-03-29T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-17T00:00:00Z,Ready For Review,2018-09-25T00:00:00Z,Approved,2018-09-25T00:00:00Z,NA,NA,Review Period Expired,2018-11-14T00:00:00Z,Waived,2018-11-14T00:00:00Z,NA,NA,Review Period Expired,2018-12-05T00:00:00Z,Approved,2019-03-29T00:00:00Z,Issued,2019-03-29T00:00:00Z,Brooklyn
0293907-DCA,Inactive,"DMF GRAMERCY ENTERPRISES, INC.",PETE'S TAVERN S/C #111,129,E 18TH ST,NEW YORK,NY,10003,Unenclosed,611,16,54,40369810,40.73644325451685,-73.98664522077729,106,2,http://cbsix.org,3954-2020-RSWC,Unenclosed,611,16,54,Pending Review,2020-03-12T00:00:00Z,2020-04-15T00:00:00Z,2020-03-31T00:00:00Z,2020-02-26T00:00:00Z,Ready For Review,2020-03-12T00:00:00Z,Under Review,NA,Pending Review,2020-03-12T00:00:00Z,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
1026947-DCA,Inactive,COSITAS RICAS CORP.,NA,7919,ROOSEVELT AVE,JACKSON HTS,NY,11372,Enclosed,294,10,28,40729439,40.74763306897329,-73.88621445070882,403,25,http://www.cb3qn.nyc.gov/,6564-2020-RSWC,Enclosed,294,10,28,Pending Review,2020-06-18T00:00:00Z,2020-07-18T00:00:00Z,2020-07-18T00:00:00Z,2020-06-18T00:00:00Z,Ready For Review,2020-06-18T00:00:00Z,Issued Temp Op Letter,NA,Pending Review,2020-06-18T00:00:00Z,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Queens
1389775-DCA,Active,MEM REST CORP.,WICKED WOLF,4029,E TREMONT AVE,BRONX,NY,10465,Unenclosed,225,10,20,41311307,40.81971470954808,-73.81739466466897,210,13,http://www.nyc.gov/html/bxcb10/html/home/home.shtml,17577-2019-RSWC,Unenclosed,225,10,20,Application Review Completed,2019-12-11T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-11T00:00:00Z,Ready For Review,2019-04-11T00:00:00Z,Approved,2019-04-26T00:00:00Z,NA,NA,Recommend Approval,2019-05-24T00:00:00Z,Waived,2019-06-11T00:00:00Z,NA,NA,Review Period Expired,2019-07-02T00:00:00Z,Approved,2019-11-08T00:00:00Z,Issued,2019-12-11T00:00:00Z,Bronx
2087975-DCA,Active,MADRE HOSPITALITY INC,NA,214,FRANKLIN ST,BROOKLYN,NY,11222,Unenclosed,129,4,16,50090916,40.73306579644418,-73.95795676693811,301,33,http://www.nyc.gov/brooklyncb1,5680-2019-ASWC,Unenclosed,129,4,16,Application Review Completed,2020-01-22T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-05-15T00:00:00Z,Ready For Review,2019-05-15T00:00:00Z,Approved,2019-05-15T00:00:00Z,NA,NA,Recommend Approval,2019-07-10T00:00:00Z,Recommendation Issued,2019-07-10T00:00:00Z,SWC Public Hearing,2019-07-03T00:00:00Z,Review Period Expired,2019-07-31T00:00:00Z,Approved,2020-01-22T00:00:00Z,Issued,2020-01-22T00:00:00Z,Brooklyn
2038463-DCA,Inactive,SINGLECUT BEERSMITHS LLC,SINGLECUT BEERSMITHS,1933,37TH ST,ASTORIA,NY,11105,Unenclosed,117,4,16,41708751,40.77829513260108,-73.90169165570525,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,14366-2018-RSWC,Unenclosed,117,4,16,Application Review Completed,2019-07-01T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-20T00:00:00Z,Ready For Review,2018-09-20T00:00:00Z,Approved,2018-09-20T00:00:00Z,NA,NA,Review Period Expired,2018-11-14T00:00:00Z,Waived,2018-11-14T00:00:00Z,NA,NA,Review Period Expired,2018-12-05T00:00:00Z,Approved,2019-07-01T00:00:00Z,Issued,2019-07-01T00:00:00Z,Queens
1251386-DCA,Active,L & J BRAZIL RESTAURANT INC.,VIA BRASIL,34,W 46TH ST,NEW YORK,NY,10036,Small Unenclosed,127,2,8,40682609,40.756531202402584,-73.98053389770759,105,4,http://www.cb5.org,27417-2019-RSWC,Small Unenclosed,127,2,8,Application Review Completed,2020-01-02T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-09-23T00:00:00Z,Ready For Review,2019-09-23T00:00:00Z,Approved,2019-09-24T00:00:00Z,NA,NA,Recommend Approval,2019-09-24T00:00:00Z,Waived,2019-09-24T00:00:00Z,NA,NA,Review Period Expired,2019-10-23T00:00:00Z,Approved,2020-01-02T00:00:00Z,Issued,2020-01-02T00:00:00Z,Manhattan
1167909-DCA,Inactive,THIERRY INC.,NA,19,E 69TH ST,NEW YORK,NY,10021,Small Unenclosed,137,6,17,40720288,40.76984548940728,-73.96657644959133,108,4,http://www.cb8m.com/,12699-2018-RSWC,Small Unenclosed,137,6,17,Application Review Completed,2019-02-11T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-11T00:00:00Z,Ready For Review,2018-09-11T00:00:00Z,Approved,2018-09-12T00:00:00Z,NA,NA,Recommend Approval,2018-10-24T00:00:00Z,Waived,2018-11-01T00:00:00Z,NA,NA,Review Period Expired,2018-11-22T00:00:00Z,Approved,2019-02-11T00:00:00Z,Issued,2019-02-11T00:00:00Z,Manhattan
2020704-DCA,Active,1629 2ND RESTAURANT LLC,ETHYL'S,1629,2ND AVE,NEW YORK,NY,10028,Unenclosed,149,8,16,50015858,40.77708394348036,-73.95257802545348,108,5,http://www.cb8m.com/,34117-2019-RSWC,Unenclosed,149,8,16,Application Review Completed,2019-12-04T00:00:00Z,2021-12-15T00:00:00Z,NA,2019-12-02T00:00:00Z,Ready For Review,2019-12-02T00:00:00Z,Approved,NA,Proceed,2019-12-04T00:00:00Z,Recommend Approval,2019-12-04T00:00:00Z,Recommendation Issued,2019-12-04T00:00:00Z,NA,NA,Pending Review,2019-12-04T00:00:00Z,Approved,2019-12-04T00:00:00Z,Issued,2019-12-04T00:00:00Z,Manhattan
2041674-DCA,Active,BALTIMORE RESTAURANT INC,ENGINAR,1606,1ST AVE,NEW YORK,NY,10028,Unenclosed,120,4,8,NA,40.77503273500596,-73.95046372372686,108,5,http://www.cb8m.com/,28563-2018-RSWC,Unenclosed,120,4,8,Application Review Completed,2019-03-28T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-11-20T00:00:00Z,Ready For Review,2018-11-20T00:00:00Z,Approved,2018-11-20T00:00:00Z,NA,NA,Review Period Expired,2019-01-10T00:00:00Z,Waived,2019-01-10T00:00:00Z,NA,NA,Review Period Expired,2019-01-31T00:00:00Z,NA,NA,Issued,2019-03-28T00:00:00Z,Manhattan
0924582-DCA,Inactive,STARBUCKS CORPORATION,STARBUCKS COFFEE COMPANY,454,LAFAYETTE ST,NEW YORK,NY,10003,Enclosed,947,25,77,40400739,40.73012254869637,-73.99153183092623,102,2,http://www.nyc.gov/manhattancb2,5860-2020-RSWC,Enclosed,947,25,77,Pending Review,2020-06-12T00:00:00Z,2020-05-15T00:00:00Z,NA,2020-06-01T00:00:00Z,Ready For Review,2020-06-12T00:00:00Z,Under Review,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
1385297-DCA,Active,"PLOUTARXOS, INC.",AGORA TAVERNA,7009,AUSTIN ST,FOREST HILLS,NY,11375,Unenclosed,481,22,44,41566403,40.72108919703668,-73.84657619736745,406,29,http://queenscb6.org/,16440-2019-RSWC,Unenclosed,481,22,44,Application Review Completed,2019-08-19T00:00:00Z,2021-04-15T00:00:00Z,2019-10-15T00:00:00Z,2019-04-02T00:00:00Z,Ready For Review,2019-04-02T00:00:00Z,Approved,2019-04-03T00:00:00Z,NA,NA,Recommend Approval,2019-05-15T00:00:00Z,Waived,2019-05-30T00:00:00Z,NA,NA,Review Period Expired,2019-06-20T00:00:00Z,Approved,2019-08-19T00:00:00Z,Issued,2019-08-19T00:00:00Z,Queens
2089529-DCA,Active,Cajun Project LLC,NA,141,BROADWAY,BROOKLYN,NY,11211,Small Unenclosed,109,4,10,41718493,40.710535953933956,-73.96347168659935,301,34,http://www.nyc.gov/brooklyncb1,1194-2019-ASWC,Small Unenclosed,109,4,10,Application Review Completed,2019-12-17T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-02-06T00:00:00Z,Ready For Review,2019-02-07T00:00:00Z,Approved,2019-06-26T00:00:00Z,NA,NA,Recommend Approval,2019-08-21T00:00:00Z,Recommendation Issued,2019-08-21T00:00:00Z,SWC Public Hearing,2019-08-14T00:00:00Z,Review Period Expired,2019-09-11T00:00:00Z,Approved,2019-11-08T00:00:00Z,Issued,2019-12-17T00:00:00Z,Brooklyn
1459624-DCA,Inactive,"SHIP WRECKED BAR AND GRILL, INC.",WICKED WILLY'S,149,BLEECKER ST,NEW YORK,NY,10012,Enclosed,110,5,9,41230004,40.728456791239715,-73.9992964415467,102,1,http://www.nyc.gov/manhattancb2,19319-2019-RSWC,Enclosed,110,5,9,Pending Review,2020-06-11T00:00:00Z,2020-08-11T00:00:00Z,2020-08-11T00:00:00Z,2019-05-08T00:00:00Z,Ready For Review,2019-05-08T00:00:00Z,Issued Temp Op Letter,2019-05-09T00:00:00Z,Pending Review,2019-05-09T00:00:00Z,Pending Review,2019-05-09T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2021274-DCA,Active,"BUTCHER KING,INC",BUTCHER BAR SMOKEHOUSE,3710,30TH AVE,ASTORIA,NY,11103,Unenclosed,143,8,16,50016498,40.76430308273992,-73.91640835746645,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,32995-2019-RSWC,Unenclosed,143,8,16,Application Review Completed,2019-11-20T00:00:00Z,2021-12-15T00:00:00Z,NA,2019-11-20T00:00:00Z,Ready For Review,2019-11-20T00:00:00Z,Approved,NA,Proceed,2019-11-20T00:00:00Z,Recommend Approval,2019-11-20T00:00:00Z,Recommendation Issued,2019-11-20T00:00:00Z,NA,NA,NA,NA,Approved,2019-11-20T00:00:00Z,Issued,2019-11-20T00:00:00Z,Queens
2018722-DCA,Active,EAT MADISON 91 LLC,NA,26,E 91ST ST,NEW YORK,NY,10128,Small Unenclosed,291,8,28,50017536,40.78394475796219,-73.9569605031879,108,4,http://www.cb8m.com/,24-2018-RSWC,Small Unenclosed,291,8,28,Application Review Completed,2018-05-25T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-01-02T00:00:00Z,Ready For Review,2018-01-02T00:00:00Z,Approved,2018-01-02T00:00:00Z,Pending Review,2018-01-02T00:00:00Z,Review Period Expired,2018-02-22T00:00:00Z,Waived,2018-03-01T00:00:00Z,NA,NA,Review Period Expired,2018-03-22T00:00:00Z,Pending Review,NA,Issued,2018-05-25T00:00:00Z,Manhattan
0769760-DCA,Inactive,FIRST 69TH ST. REALTY CORP.,WESTSIDE RESTAURANT E/S/C #417,2020,BROADWAY,NEW YORK,NY,10023,Enclosed,422,17,34,40386556,40.77637316278326,-73.98192539510063,107,6,http://www.nyc.gov/mcb7,8370-2018-RSWC,Enclosed,422,17,34,Pending Review,2020-06-10T00:00:00Z,2020-09-10T00:00:00Z,2020-09-10T00:00:00Z,2018-05-11T00:00:00Z,Ready For Review,2018-05-11T00:00:00Z,Issued Temp Op Letter,2018-05-16T00:00:00Z,Pending Review,2018-05-16T00:00:00Z,Pending Review,2018-05-16T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2084766-DCA,Active,"AMY SCHERBER, INC.",AMY'S BREAD,311,HENRY ST,BROOKLYN,NY,11201,Unenclosed,208,10,20,NA,40.69094405138316,-73.99602983562929,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,1819-2019-ASWC,Unenclosed,208,10,20,Application Review Completed,2019-11-20T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-02-22T00:00:00Z,Ready For Review,2019-02-26T00:00:00Z,Approved,2019-02-26T00:00:00Z,NA,NA,Recommend Approval,2019-03-26T00:00:00Z,Recommendation Issued,2019-04-17T00:00:00Z,SWC Public Hearing,2019-04-17T00:00:00Z,Review Period Expired,2019-05-08T00:00:00Z,Approved,2019-11-20T00:00:00Z,Issued,2019-11-20T00:00:00Z,Brooklyn
2051487-DCA,Active,PLJ REST. CORP.,NA,1814,2ND AVE,NEW YORK,NY,10128,Unenclosed,346,19,40,40930674,40.782714156576965,-73.947977298262,108,5,http://www.cb8m.com/,16307-2019-RSWC,Unenclosed,346,19,40,Application Review Completed,2019-09-25T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-01T00:00:00Z,Ready For Review,2019-04-01T00:00:00Z,Approved,2019-04-02T00:00:00Z,NA,NA,Review Period Expired,2019-05-21T00:00:00Z,Waived,2019-05-21T00:00:00Z,NA,NA,Review Period Expired,2019-06-11T00:00:00Z,Approved,2019-09-25T00:00:00Z,Issued,2019-09-25T00:00:00Z,Manhattan
2074469-DCA,Inactive,181 LEXINGTON AVENUE BBQ LLC,BROTHER JIMMY'S BBQ,181,LEXINGTON AVE,NEW YORK,NY,10016,Unenclosed,268,11,22,50079095,40.744476274832195,-73.9805554642614,106,2,http://cbsix.org,30157-2018-RSWC,Unenclosed,268,11,22,Application Review Completed,2019-10-18T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-11-30T00:00:00Z,Ready For Review,2018-11-30T00:00:00Z,Approved,2018-11-30T00:00:00Z,NA,NA,Review Period Expired,2019-01-24T00:00:00Z,Waived,2019-01-24T00:00:00Z,NA,NA,Review Period Expired,2019-02-14T00:00:00Z,Approved,2019-10-18T00:00:00Z,Issued,2019-10-18T00:00:00Z,Manhattan
2053882-DCA,Inactive,JAMAICA BBQ LLC,DALLAS BBQ,8914,PARSONS BLVD,JAMAICA,NY,11432,Unenclosed,781,52,104,50062821,40.70528792476976,-73.80186728085395,412,24,http://www.nyc.gov/qcb12,278-2020-RSWC,Unenclosed,781,52,104,Application Review Completed,2020-05-14T00:00:00Z,2020-03-26T00:00:00Z,2020-03-26T00:00:00Z,2020-01-08T00:00:00Z,Ready For Review,2020-01-08T00:00:00Z,Process Completed,2020-01-10T00:00:00Z,NA,NA,NA,NA,NA,NA,SWC Public Hearing,2020-02-26T00:00:00Z,NA,NA,NA,NA,NA,NA,Queens
1392177-DCA,Active,BASIL LLC,BASIL,268,KINGSTON AVE,BROOKLYN,NY,11213,Unenclosed,234,5,19,41460683,40.67026973195174,-73.94227562172551,308,35,http://www.brooklyncb8.org/,19220-2019-RSWC,Unenclosed,234,5,19,Application Review Completed,2019-10-23T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-05-07T00:00:00Z,Ready For Review,2019-05-07T00:00:00Z,Approved,2019-05-07T00:00:00Z,NA,NA,Review Period Expired,2019-06-27T00:00:00Z,Waived,2019-06-27T00:00:00Z,NA,NA,Review Period Expired,2019-07-18T00:00:00Z,Approved,2019-10-23T00:00:00Z,Issued,2019-10-23T00:00:00Z,Brooklyn
2072713-DCA,Inactive,BOLD FOOD LAFAYETTE ST LLC,GATO,324,LAFAYETTE ST,NEW YORK,NY,10012,Unenclosed,137,5,10,50007605,40.725635079468525,-73.99510055422725,102,1,http://www.nyc.gov/manhattancb2,2201-2018-ASWC,Unenclosed,137,5,10,Application Review Completed,2018-11-19T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-02-09T00:00:00Z,Ready For Review,2018-02-09T00:00:00Z,Approved,2018-02-12T00:00:00Z,NA,NA,Review Period Expired,2018-04-04T00:00:00Z,Recommendation Issued,2018-06-08T00:00:00Z,SWC Public Hearing,2018-04-04T00:00:00Z,Review Period Expired,2018-06-29T00:00:00Z,NA,NA,Issued,2018-11-19T00:00:00Z,Manhattan
1426393-DCA,Inactive,343 BROOME STREET RESTAURANT INC,RANDOLPH BEER,343,BROOME ST,NEW YORK,NY,10013,Unenclosed,132,6,18,41640846,40.71952523565119,-73.99482322521635,102,1,http://www.nyc.gov/manhattancb2,12373-2018-RSWC,Unenclosed,132,6,18,Application Review Completed,2019-04-11T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-06T00:00:00Z,Ready For Review,2018-09-06T00:00:00Z,Approved,2018-09-06T00:00:00Z,NA,NA,Recommend Approval,2018-11-01T00:00:00Z,Waived,2018-11-14T00:00:00Z,NA,NA,Review Period Expired,2018-12-05T00:00:00Z,Approved,2019-04-11T00:00:00Z,Issued,2019-04-11T00:00:00Z,Manhattan
1006183-DCA,Inactive,"520 COLUMBUS AVE., LTD.",GOOD ENOUGH TO EAT,520,COLUMBUS AVE,NEW YORK,NY,10024,Unenclosed,297,10,24,40623604,40.78616732302779,-73.97277215949146,107,6,http://www.nyc.gov/mcb7,27229-2018-RSWC,Unenclosed,297,10,24,Application Review Completed,2019-07-05T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-11-09T00:00:00Z,Ready For Review,2018-11-16T00:00:00Z,Approved,2018-11-16T00:00:00Z,NA,NA,Review Period Expired,2019-01-10T00:00:00Z,Waived,2019-01-10T00:00:00Z,NA,NA,Review Period Expired,2019-01-31T00:00:00Z,Approved,2019-07-05T00:00:00Z,Issued,2019-07-05T00:00:00Z,Manhattan
2022878-DCA,Active,"EL ORIGINAL NYC, LLC",NA,735,10TH AVE,NEW YORK,NY,10019,Unenclosed,259,12,24,50033364,40.76458291634434,-73.9922097298598,104,3,http://www.nyc.gov/mcb4,33887-2018-RSWC,Unenclosed,259,12,24,Application Review Completed,2019-01-04T00:00:00Z,2020-12-15T00:00:00Z,2019-01-27T00:00:00Z,2018-12-27T00:00:00Z,Ready For Review,2018-12-27T00:00:00Z,Approved,NA,Proceed,2019-01-04T00:00:00Z,Review Period Expired,2019-01-04T00:00:00Z,Waived,2019-01-04T00:00:00Z,NA,NA,Approved,2019-01-04T00:00:00Z,Approved,2019-01-04T00:00:00Z,Issued,2019-01-04T00:00:00Z,Manhattan
2006952-DCA,Active,LITTLE DOKEBI INC.,LITTLE DOKEBI,85,DRIGGS AVE,BROOKLYN,NY,11222,Unenclosed,267,11,28,50003236,40.723068151138406,-73.94239945224807,301,33,http://www.nyc.gov/brooklyncb1,30188-2018-RSWC,Unenclosed,267,11,28,Application Review Completed,2018-11-30T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-11-30T00:00:00Z,Ready For Review,2018-11-30T00:00:00Z,Approved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Issued,2018-11-30T00:00:00Z,Brooklyn
0955674-DCA,Active,M.B.R.P. REST. INC.,THE STUMBLE INN,1454,2ND AVE,NEW YORK,NY,10021,Unenclosed,212,12,25,40395892,40.77115407019879,-73.95639112062543,108,5,http://www.cb8m.com/,30701-2018-RSWC,Unenclosed,212,12,25,Application Review Completed,2019-05-02T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-12-05T00:00:00Z,Ready For Review,2018-12-05T00:00:00Z,Approved,2018-12-05T00:00:00Z,NA,NA,Review Period Expired,2019-01-24T00:00:00Z,Waived,2019-01-24T00:00:00Z,NA,NA,Review Period Expired,2019-02-14T00:00:00Z,NA,NA,Issued,2019-05-02T00:00:00Z,Manhattan
